768203701;41.00059;-8.643653;-0.1508602;0.7155953
768203711;41.00148;-8.643878;-0.1508641;0.7156107
768203721;41.00034;-8.645529;-0.1508929;0.7155908
769324649;40.99378;-8.641432;-0.1508214;0.7154765
769324680;40.99557;-8.641884;-0.1508293;0.7155077
769324710;40.99467;-8.641658;-0.1508254;0.7154921
769324716;40.99644;-8.64211;-0.1508333;0.7155229
926784999;40.99958;-8.642893;-0.1508469;0.7155776
926785001;40.99969;-8.642804;-0.1508454;0.7155795
926785002;40.99975;-8.642599;-0.1508418;0.7155806
441803340;41.00398;-8.643974;-0.1508658;0.7156544
441803456;41.00311;-8.641484;-0.1508224;0.7156392
441803516;41.00306;-8.646102;-0.1509029;0.7156385
441803525;41.00068;-8.64622;-0.150905;0.7155968
443813084;41.0031;-8.642379;-0.150838;0.7156391
443817603;41.00398;-8.644557;-0.150876;0.7156544
443817621;41.00398;-8.643059;-0.1508498;0.7156544
768203707;41.00073;-8.645533;-0.150893;0.7155977
768226332;41.00309;-8.644567;-0.1508761;0.7156389
772873249;41.00189;-8.646159;-0.1509039;0.715618
773935582;41.00398;-8.643867;-0.1508639;0.7156544
443813212;41.00238;-8.636704;-0.1507389;0.7156265
441805521;40.99694;-8.63486;-0.1507067;0.7155316
441805503;41.00094;-8.638086;-0.150763;0.7156014
441805505;40.99988;-8.637572;-0.1507541;0.7155829
441805523;40.99864;-8.636478;-0.150735;0.7155612
441802957;41.01152;-8.634542;-0.1507012;0.7157861
441802977;41.0111;-8.634294;-0.1506968;0.7157788
441803004;41.013;-8.639812;-0.1507932;0.715812
441803097;41.01002;-8.643026;-0.1508493;0.7157598
441803130;41.0127;-8.6351;-0.1507109;0.7158067
441803426;41.01409;-8.641598;-0.1508243;0.7158309
441803539;40.99817;-8.645975;-0.1509007;0.7155531
441803547;40.99657;-8.645854;-0.1508986;0.7155251
441803349;41.00112;-8.642416;-0.1508386;0.7156045
441803460;41.00121;-8.641529;-0.1508231;0.715606
441803549;40.99602;-8.645752;-0.1508968;0.7155156
441803316;41.013;-8.640744;-0.1508094;0.7158119
441803390;41.01369;-8.641607;-0.1508245;0.7158239
441803356;41.00065;-8.642426;-0.1508388;0.7155964
441803304;41.01305;-8.639054;-0.1507799;0.7158127
441803554;40.99497;-8.645486;-0.1508922;0.7154972
441803596;41.00911;-8.645286;-0.1508887;0.715744
441803624;41.01055;-8.634167;-0.1506946;0.7157691
441803545;40.99748;-8.645789;-0.1508975;0.7155411
441819734;41.01143;-8.628423;-0.1505944;0.7157845
441803023;41.00397;-8.639933;-0.1507953;0.7156543
443803689;41.01214;-8.632668;-0.1506685;0.7157969
443803690;41.01151;-8.632127;-0.150659;0.7157859
443803685;41.00713;-8.631064;-0.1506405;0.7157094
443803680;41.00843;-8.632438;-0.1506645;0.7157322
443803761;40.99707;-8.634475;-0.1507;0.7155339
443803762;40.99733;-8.634397;-0.1506986;0.7155383
443808161;40.99733;-8.634308;-0.1506971;0.7155384
443809283;41.00698;-8.633041;-0.150675;0.7157068
443813155;41.00113;-8.636333;-0.1507325;0.7156047
443813185;41.00042;-8.642239;-0.1508355;0.7155924
443817765;41.00832;-8.634431;-0.1506992;0.7157301
506859153;41.00603;-8.630483;-0.1506303;0.7156903
506859154;41.00579;-8.63044;-0.1506296;0.7156861
506859155;41.00451;-8.630363;-0.1506282;0.7156637
506859471;41.00623;-8.630483;-0.1506303;0.7156937
506859484;41.00659;-8.630088;-0.1506234;0.7157
506859472;41.00682;-8.630486;-0.1506304;0.715704
768203712;41;-8.641752;-0.150827;0.715585
768203714;41.00051;-8.642136;-0.1508337;0.715594
441803462;41.00059;-8.641533;-0.1508232;0.7155952
768226310;41.00921;-8.632004;-0.1506569;0.7157457
768226312;41.0097;-8.63203;-0.1506574;0.7157543
768226315;41.01331;-8.639058;-0.15078;0.7158173
768226318;41.01005;-8.631976;-0.1506564;0.7157604
768226325;41.01104;-8.631922;-0.1506554;0.7157776
441803344;41.00219;-8.643121;-0.1508509;0.7156232
768603073;41.01147;-8.629594;-0.1506148;0.7157851
768603081;41.01179;-8.630754;-0.1506351;0.7157907
768603083;41.01175;-8.629591;-0.1506148;0.71579
768603085;41.01061;-8.629582;-0.1506146;0.7157701
768603087;41.01051;-8.630993;-0.1506393;0.7157685
768603077;41.01002;-8.629539;-0.1506139;0.7157599
768602750;41.01183;-8.6315;-0.1506481;0.7157915
768602754;41.01222;-8.63168;-0.1506512;0.7157983
768602756;41.01089;-8.630785;-0.1506356;0.715775
768602758;41.00889;-8.630956;-0.1506386;0.7157402
768602924;41.01184;-8.630826;-0.1506363;0.7157916
768602926;41.01223;-8.631408;-0.1506465;0.7157984
768602928;41.01181;-8.631653;-0.1506508;0.7157911
768602930;41.01034;-8.631014;-0.1506396;0.7157654
768602932;41.00888;-8.631775;-0.1506529;0.7157399
768602940;41.01192;-8.631729;-0.1506521;0.7157931
768226329;41.00887;-8.631943;-0.1506558;0.7157397
769290291;40.99813;-8.64595;-0.1509003;0.7155524
769314380;41.00855;-8.63182;-0.1506537;0.7157342
769314477;41.00863;-8.634183;-0.1506949;0.7157357
771439740;41.00459;-8.629588;-0.1506147;0.7156652
771439743;41.00719;-8.631065;-0.1506405;0.7157105
771439752;41.00647;-8.629328;-0.1506102;0.7156978
771439551;41.00648;-8.62985;-0.1506193;0.7156981
771439553;40.99712;-8.634357;-0.150698;0.7155348
771439560;41.00781;-8.631434;-0.150647;0.7157213
771440428;40.9972;-8.634422;-0.1506991;0.7155361
771440429;41.00625;-8.629224;-0.1506084;0.7156941
771440445;41.00727;-8.631132;-0.1506417;0.715712
771439440;41.00642;-8.629387;-0.1506112;0.715697
771439444;41.00737;-8.631198;-0.1506428;0.7157136
771440320;41.00637;-8.629539;-0.1506139;0.7156961
771440352;41.00426;-8.629482;-0.1506129;0.7156594
771440367;41.00652;-8.629308;-0.1506098;0.7156988
771440401;40.99678;-8.634675;-0.1507035;0.7155288
771440419;41.00638;-8.629471;-0.1506127;0.7156964
771440424;41.00703;-8.630846;-0.1506367;0.7157077
772873302;41.00021;-8.646315;-0.1509067;0.7155887
772873236;41.00851;-8.645393;-0.1508906;0.7157336
772873215;41.00904;-8.645391;-0.1508905;0.7157427
772873213;41.00667;-8.639874;-0.1507942;0.7157014
773395972;41.01088;-8.629385;-0.1506112;0.715775
773395940;41.01094;-8.629041;-0.1506052;0.7157758
773396012;41.01092;-8.629142;-0.1506069;0.7157755
773396017;41.01092;-8.629237;-0.1506086;0.7157755
773396037;41.01118;-8.628574;-0.150597;0.7157802
773396057;41.011;-8.628895;-0.1506026;0.7157769
768602752;41.01084;-8.629558;-0.1506142;0.7157741
773398374;40.99763;-8.645807;-0.1508978;0.7155436
773398378;40.99784;-8.645862;-0.1508988;0.7155473
773398403;40.99636;-8.645838;-0.1508983;0.7155215
773398382;40.99693;-8.645796;-0.1508976;0.7155313
773398387;40.99725;-8.645782;-0.1508974;0.715537
773398397;40.99629;-8.645822;-0.1508981;0.7155202
441803025;41.00229;-8.639956;-0.1507957;0.7156249
443813128;41.00126;-8.640907;-0.1508123;0.715607
441803342;41.00319;-8.643847;-0.1508636;0.7156406
441803337;41.00535;-8.644045;-0.150867;0.7156783
893326746;41.00659;-8.644006;-0.1508664;0.7157
907122284;40.99739;-8.642819;-0.1508457;0.7155395
926017890;41.00206;-8.643208;-0.1508524;0.715621
926017891;41.00189;-8.643217;-0.1508526;0.715618
926017876;41.00165;-8.643847;-0.1508636;0.7156138
768565998;41.00538;-8.635046;-0.15071;0.7156789
443800955;41.00664;-8.642345;-0.1508374;0.7157009
441803334;41.00665;-8.644006;-0.1508664;0.715701
443817484;41.00664;-8.643317;-0.1508543;0.7157009
443817424;41.00469;-8.643356;-0.150855;0.7156668
443800956;41.00594;-8.642337;-0.1508372;0.7156887
443800957;41.00534;-8.64235;-0.1508375;0.7156783
768226316;41.00664;-8.643006;-0.1508489;0.7157009
441803007;41.01237;-8.639822;-0.1507933;0.7158008
441803382;41.01222;-8.638486;-0.15077;0.7157983
443813000;41.00307;-8.643764;-0.1508622;0.7156386
768203725;41.00007;-8.639988;-0.1507962;0.7155862
441803027;41.00077;-8.639984;-0.1507962;0.7155985
441803324;41.01299;-8.643715;-0.1508613;0.7158116
441803326;41.01299;-8.643967;-0.1508657;0.7158117
441803327;41.01281;-8.643971;-0.1508658;0.7158085
441803029;40.99947;-8.639996;-0.1507964;0.7155757
441803031;40.99774;-8.64001;-0.1507966;0.7155455
441803558;40.99426;-8.645309;-0.1508891;0.7154849
768203700;40.99842;-8.643091;-0.1508504;0.7155575
768203719;40.99903;-8.643247;-0.1508531;0.715568
769290289;40.99675;-8.642652;-0.1508427;0.7155282
441803551;40.9958;-8.645697;-0.1508959;0.7155117
769290294;40.99419;-8.645261;-0.1508883;0.7154835
441803607;41.00723;-8.645894;-0.1508993;0.7157112
441803508;41.00534;-8.645984;-0.1509009;0.7156782
443800954;41.00398;-8.646049;-0.150902;0.7156545
